ID,TLC,EOM,LEAF,Gaia,RAdeg,DEdeg,plx,Gmag,bp-rp
4069,22,15,,5969078138528456064,250.4352,-40.5972,5.54,15.3,2.9
4070,22,15,,5969075939505012992,250.6134,-40.5881,5.59,15.0,2.6
4071,22,15,,5969072121230337920,250.2686,-40.6711,5.14,17.2,3.3
4072,22,15,,5969077412622775168,250.388,-40.6678,5.8,15.6,2.9
4077,22,27,E,6072705013458453248,185.9796,-56.2777,9.4,13.8,2.7
4080,22,27,,6072727312930029696,187.3694,-55.9711,9.04,14.1,2.8
4081,22,-1,,5364348044571002880,157.6018,-48.3025,7.55,16.7,3.6
4085,22,27,A,5200398461301799936,173.5397,-78.0014,9.98,13.2,2.5
4091,22,-1,,5959928037120319872,260.4681,-40.5848,8.73,13.0,2.2
4103,22,8,,4036266404946692992,271.7292,-37.8942,6.94,14.7,2.7
4110,22,-1,,4126476317399641600,251.875,-22.7832,8.46,14.1,2.6
4113,22,-1,,5220609958918539008,127.6297,-72.4022,9.96,15.0,3.3
4126,22,-1,,5328111547239106560,130.3566,-49.979,5.76,15.7,2.8
4127,22,-1,,5328117938150262400,130.3628,-49.8181,5.07,15.1,2.6
4130,22,-1,,6270704723777065856,213.7269,-27.1042,7.38,16.5,3.4
4134,22,-1,,6075124385713173760,192.2257,-52.7779,7.03,15.5,3.1
4135,22,-1,,5976656110091333376,254.8234,-37.092,7.78,15.3,3.3
4136,22,-1,,5478226289219641216,97.4019,-62.3672,8.57,14.1,2.7
4137,22,8,,4045006594634833152,277.3658,-33.1298,6.67,17.5,3.7
4140,22,3,,5239185039655508608,157.9863,-66.4658,6.36,16.4,3.1
4141,22,12,,5996804901174844160,242.7346,-39.7881,6.01,17.1,4.0
4145,22,12,,5996818473271542016,242.7359,-39.6524,5.88,16.1,3.8
4149,22,8,,6730364218435247488,280.7612,-37.4621,6.87,14.1,2.6
4150,22,8,,6730350577618959488,280.639,-37.784,6.4,14.1,2.5
4152,22,8,,6730358720877034752,280.7204,-37.5983,6.29,17.2,3.7
4156,22,24,,6107503285157801600,208.3282,-45.7256,7.09,14.9,2.8
4158,22,-1,,6096836063863025280,210.6411,-45.9442,7.99,16.7,3.6
4159,22,-1,,6066053552224632832,207.96,-52.391,10.21,13.8,2.8
4161,22,25,,6066040976559932032,208.2453,-52.5734,8.7,15.3,3.3
4169,22,-1,,6078145534428871168,190.1761,-51.7421,7.38,15.1,2.8
4183,22,27,,6078152749974225024,190.424,-51.4841,8.74,14.9,3.0
4185,22,-1,,6078170994992439424,190.7999,-52.7586,9.08,14.6,3.1
4194,22,-1,,6011136348033071360,240.1874,-34.8657,7.5,17.3,3.8
4204,22,-1,,6021560886489028480,245.416,-37.0165,9.12,14.8,3.3
4205,22,-1,,6021560886489026432,245.4198,-37.0195,8.88,14.1,2.9
4221,22,26,,6081593877767016064,198.3793,-50.5531,8.55,13.5,2.4
4222,22,26,,6081588311489229952,197.9753,-50.7095,8.03,14.8,3.0
4237,22,27,,6061410520794760064,193.0022,-56.2661,9.19,13.1,2.3
4240,22,10,,4109523836661413760,258.6089,-24.9038,6.7,14.1,2.4
4243,22,18,,5208580545795805696,125.1234,-80.0571,10.3,14.5,3.2
4252,22,-1,,6062582943799800576,203.3583,-57.5159,7.9,16.9,3.6
4254,22,-1,,6062591121418107776,204.0262,-57.5296,8.22,15.3,3.2
4255,22,27,E,6071272757816638208,181.9671,-58.2705,9.3,13.2,2.5
4256,22,27,E,6071268089223877632,181.9562,-58.4011,9.46,17.0,4.0
4259,22,-1,,6083410236623985792,201.4426,-48.3325,8.22,17.1,3.7
4268,22,-1,,6060292764163132416,194.0068,-57.6363,7.43,15.5,3.0
4288,22,-1,,6204922283120226432,223.4059,-33.3622,7.61,17.7,3.8
4289,22,-1,,6204902388831471616,223.8368,-33.2756,7.12,14.4,2.7
4290,22,-1,,6204854491355796352,223.4889,-33.9098,10.15,15.0,3.0
4300,22,8,,6730036907572443008,279.8118,-37.705,6.3,14.2,2.5
4302,22,-1,,4057931864864738432,262.8917,-31.3733,6.84,14.9,2.9
4305,22,8,,6730058103224748672,279.849,-37.4975,6.41,15.8,3.1
4307,22,8,,6730059378841092480,279.7847,-37.4401,7.01,15.7,3.3
4309,22,26,,6081858894428524928,197.4525,-49.9133,7.9,15.7,3.3
4316,22,-1,,5308854941119963648,144.5133,-54.2191,5.61,6.8,-0.1
4317,22,-1,,5976140473469594112,261.4754,-34.1081,8.23,15.4,3.0
4322,22,-1,,6008272807436094464,236.6783,-39.5078,7.77,14.4,2.7
4324,22,3,,5239630612432855424,162.84,-64.7114,6.16,17.6,3.5
4325,22,-1,,6008239474181535872,236.3366,-39.7606,5.72,15.2,2.8
4332,22,-1,,6038062597515976960,246.0778,-29.8486,5.93,16.3,3.6
4370,22,27,B,5842689105069822464,182.6122,-72.1126,9.7,13.5,2.6
4371,22,-1,,6069097515802423680,203.1417,-52.2989,7.84,13.6,2.4
4372,22,20,,6000255821483127808,229.0022,-45.0816,6.73,16.3,3.2
4374,22,-1,,3567379121431731328,180.0063,-17.5254,18.82,12.4,2.9
4377,22,-1,,6004347825798261632,229.7161,-40.8485,6.9,14.4,2.7
4378,22,-1,,6004359332007352704,228.7401,-41.2438,7.11,15.3,3.0
4399,22,-1,,6033248626430720128,254.5607,-27.6524,10.5,17.6,4.2
4414,22,-1,,6060596263713813504,194.3066,-57.1628,8.37,17.2,3.7
4424,22,-1,,6123612264372461312,214.3336,-32.5132,11.07,10.4,1.5
4436,22,27,,6076783308246106624,180.3392,-54.7596,8.93,15.7,3.5
4440,22,-1,,6028377996116581120,255.2164,-31.5986,5.94,14.2,2.5
4443,22,27,,6076763139083257728,183.6239,-53.6154,8.45,14.3,2.7
4444,22,27,C,5861176323636716288,185.556,-65.3179,9.67,13.7,2.6
4446,22,27,,6075184824495297536,191.7422,-52.6384,9.4,17.1,3.9
4451,22,-1,,6107592345599214464,209.1424,-45.4703,7.88,14.5,2.8
4452,22,-1,,6107592345599214976,209.1402,-45.4689,7.75,14.5,2.7
4453,22,24,,6107527921090129664,207.9027,-45.8388,7.96,16.9,3.8
4455,22,-1,,5840441634588412672,198.3425,-72.007,9.53,17.2,4.0
4460,22,22,,5998326693979213696,241.3289,-37.8699,7.31,15.2,2.9
4462,22,22,,5998329133520532480,241.5601,-37.8506,7.29,15.7,3.4
4465,22,-1,,5952604014019801728,261.5732,-43.9552,6.97,16.5,3.5
4469,22,-1,,6002298026899634176,231.9893,-42.2734,10.67,16.6,3.8
4486,22,27,,5343631531836865280,178.7025,-56.4721,9.27,15.2,3.2
4504,22,-1,,5349399879056483840,168.7021,-51.0491,6.47,16.0,3.1
4509,22,-1,,6006166692908223872,232.2358,-39.5413,7.79,16.1,3.3
4510,22,-1,,6006197616673793152,231.825,-39.4255,6.39,15.9,3.1
4511,22,-1,,6023238191484480896,244.8495,-34.1297,7.26,15.9,3.1
4517,22,-1,,5943607775526236160,249.9658,-43.648,5.09,16.6,3.2
4518,22,-1,,5240657972927351424,169.5417,-63.7274,7.87,15.0,3.2
4527,22,-1,,5240643988513310592,169.4658,-64.0349,7.16,11.5,1.6
4532,22,27,,5859687932830033024,184.1248,-67.1966,9.33,10.4,1.5
4533,22,-1,,6064506882976320896,204.3681,-55.4797,7.29,14.8,2.8
4553,22,-1,,5904579824330230656,220.5887,-49.8741,7.04,16.3,3.3
4554,22,-1,,5904584909571638656,220.5871,-49.6949,7.32,16.7,3.5
4559,22,-1,,6030237265916551808,256.0472,-27.9468,6.34,16.9,3.6
4583,22,-1,,6012073922207639424,238.7564,-34.2081,7.4,16.1,3.3
4584,22,-1,,6012027467840704384,238.4347,-34.7841,5.76,16.4,4.1
4598,22,-1,,6083197412395551232,204.2589,-47.113,11.08,13.5,2.6
4606,22,26,,6083246061486428288,200.3145,-49.4878,7.95,16.8,3.6
4613,22,-1,,6011165313293141760,240.3278,-34.626,7.32,16.5,3.3
4614,22,4,,5298936968269001088,139.7231,-61.387,7.3,14.6,2.7
4615,22,27,,6072746966700664448,187.6119,-55.6828,8.81,15.0,3.0
4618,22,-1,,6072768578977494272,186.7406,-55.7722,6.99,15.0,3.1
4620,22,4,,5298959851855997440,140.4556,-61.0239,6.75,16.3,3.1
4632,22,-1,,5308907236634704896,143.4987,-54.8643,5.79,15.3,2.9
4635,22,3,,5239962875423293824,167.7584,-65.9814,6.51,16.0,3.0
4645,22,-1,,6058135487995222400,187.1464,-60.489,6.89,16.7,3.4
4655,22,27,,5864358280321171328,207.3426,-64.0101,9.67,14.7,3.0
4657,22,-1,,4126873722127529856,251.7014,-21.5848,7.23,15.0,3.1
4660,22,-1,,5864339141944616960,205.9122,-64.2807,8.47,16.9,3.6
4663,22,-1,,4126846028178118528,251.7624,-21.9507,9.54,15.6,3.1
4666,22,27,,5864339794779803136,206.0307,-64.2102,10.02,15.2,3.2
4669,22,-1,,5979946188187278208,256.7654,-33.2273,6.85,15.6,3.1
4678,22,-1,,4045024045032708096,277.555,-32.6396,14.01,14.8,3.3
4696,22,-1,,6057500245143971328,182.5056,-62.4453,10.16,14.6,2.9
4699,22,-1,,5994932776468000000,240.3795,-42.6736,5.41,15.1,2.8
4713,22,27,,6067613587435708672,196.8053,-54.459,9.41,15.1,3.2
4714,22,10,,4059982763296282752,261.3009,-27.615,6.88,13.9,2.3
4733,22,-1,,6113230293329865600,206.2192,-40.5485,10.18,15.1,3.1
4734,22,3,,5239255094849721088,159.798,-66.0817,6.24,15.4,2.7
4736,22,3,,5239244653804383232,160.2607,-66.1771,6.19,16.9,3.5
4740,22,-1,,6021659189707460992,244.4003,-36.9956,6.84,13.6,2.2
4741,22,-1,,5239247024626499968,160.3605,-66.0469,7.14,16.5,3.5
4747,22,-1,,6021662385163162240,244.3535,-36.9614,6.76,14.5,2.8
4753,22,-1,,5247506723457135104,144.9294,-66.2322,7.12,14.7,2.7
4764,22,-1,,6032390801151925760,249.3082,-28.4326,8.84,15.2,3.4
4765,22,17,,6032424164458823296,249.5844,-28.1649,6.33,15.6,3.1
4772,22,-1,,6271155794125845504,213.7948,-25.3368,12.05,12.9,2.4
4774,22,-1,,6035519427137175936,243.3191,-33.0355,7.88,17.0,3.6
4781,22,-1,,6061454157657765248,194.3542,-56.0809,7.55,15.5,3.0
4782,22,-1,,6061471337528137600,195.2068,-55.9474,8.16,17.7,4.0
4787,22,27,,6061494736511439872,193.8484,-56.145,8.31,13.7,2.5
4790,22,-1,,6061474910941074688,195.3788,-55.7788,8.77,16.8,3.9
4806,22,3,,5251325434734741504,156.1257,-65.3196,6.79,14.9,2.8
4811,22,-1,,5908500918999656448,224.4348,-43.3581,7.42,15.9,3.1
4813,22,-1,,4113272694594718720,253.4896,-24.6544,7.41,16.0,3.3
4814,22,24,,6107659514588516736,208.9271,-45.1034,7.45,15.0,2.8
4824,22,-1,,6005290206037557760,227.0504,-40.5841,9.65,5.7,-0.1
4828,22,-1,,6205172593814395264,223.153,-32.769,8.26,14.2,2.7
4831,22,-1,,6005314399597753088,227.6576,-40.2786,7.53,13.8,2.3
4841,22,-1,,6097004559722539904,212.4428,-44.6888,7.22,16.1,3.2
4844,22,-1,,5877200850992017024,220.112,-63.2854,8.9,13.3,2.5
4847,22,15,,6016970116212453248,248.1038,-40.6344,5.4,16.0,3.4
4848,22,15,,6016955886972006144,248.1116,-40.8108,5.71,17.3,3.7
4850,22,15,,6016950221923532800,248.1867,-40.9562,6.12,16.7,3.3
4851,22,15,,6016967333073453568,248.3888,-40.4407,5.19,16.7,3.5
4852,22,15,,6016935825209919616,247.3483,-40.6286,5.44,15.7,2.9
4853,22,15,,6016952661465264128,248.3242,-40.8522,5.43,15.1,3.1
4855,22,-1,,6123934936675046912,212.865,-33.0993,7.68,16.9,3.4
4856,22,-1,,5237866690854451200,167.4656,-68.202,7.14,16.3,3.2
4868,22,-1,,5782546059545323392,241.5909,-72.9721,9.4,14.9,3.4
4871,22,-1,,5980421765665848960,259.8111,-31.2331,9.1,15.1,3.2
4874,22,8,,6719035052475592576,287.4414,-37.0741,6.43,12.2,2.1
4876,22,22,,6008347161911502592,236.4376,-38.8992,7.0,17.4,3.7
4877,22,-1,,6008340461762370432,236.389,-39.1211,7.7,15.6,3.1
4884,22,-1,,6006243005888845056,231.8665,-39.0104,6.41,16.0,3.0
4891,22,-1,,3485098646237003136,173.1711,-26.8693,21.52,13.4,3.5
4892,22,-1,,3485098646237003392,173.1715,-26.8657,21.61,11.2,2.5
4899,22,-1,,5869984172064201856,202.7194,-59.3717,11.25,14.8,3.1
4900,22,4,,5307263531162926336,142.1165,-56.0427,7.02,15.1,3.1
4901,22,4,,5307267315051194496,142.2158,-55.8639,7.34,16.4,3.2
4902,22,-1,,6004380261391883520,228.8749,-40.9918,6.38,16.3,3.2
4903,22,-1,,6004384796877479424,228.8131,-40.864,7.23,15.5,3.0
4907,22,-1,,6004379539837518080,228.6411,-40.9055,6.03,15.2,2.8
4908,22,-1,,6004397269462911616,229.214,-40.7119,6.32,16.6,3.4
4914,22,20,,6004425032130146304,226.4734,-43.3131,6.47,14.9,2.9
4918,22,15,,5969094180180514816,250.4047,-40.3967,5.64,15.9,3.3
4919,22,15,,5969094145822778496,250.3997,-40.4067,5.64,15.4,2.9
4920,22,15,,5969091641908883200,250.2898,-40.5174,5.7,16.1,3.0
4921,22,12,A,5996898290938990720,240.8779,-40.4095,6.29,14.1,2.8
4923,22,15,,5969098926173865216,250.2896,-40.2708,5.59,14.8,2.9
4925,22,15,,5969089030567318144,250.1605,-40.5105,5.74,15.7,2.9
4929,22,-1,,6000305540025600768,228.3515,-44.7572,6.48,14.8,2.7
4930,22,20,,6000306811335956736,228.2823,-44.7107,6.96,15.2,2.8
4931,22,-1,,6000305368226946048,228.247,-44.7197,6.6,14.7,2.8
4934,22,-1,,6038124651197080704,246.5323,-29.1807,8.34,13.9,2.6
4935,22,-1,,6038124651204134400,246.5318,-29.1815,8.35,15.2,2.9
4936,22,-1,,6038156159083776896,245.5358,-29.2519,7.59,13.2,2.3
4939,22,-1,,5975062161801440896,263.4557,-34.849,7.88,16.9,3.7
4942,22,-1,,5942187245212285056,247.444,-46.3237,7.11,15.3,3.0
4948,22,-1,,5269990537950822272,125.8623,-69.6199,9.0,13.2,2.3
4949,22,8,,6734809818842679552,278.7637,-34.077,7.02,14.6,2.8
4950,22,8,,6734826414587434496,279.3491,-33.93,6.94,16.9,3.4
4955,22,8,,6734821084509554432,279.046,-34.1049,6.84,12.2,1.8
4965,22,-1,,6152386758548980608,191.8576,-39.4503,7.16,16.2,3.6
4966,22,-1,,6152363458351169792,190.9822,-39.7515,8.2,16.5,3.4
4977,22,-1,,4036279422901945088,271.7824,-37.6564,6.49,15.8,3.2
4982,22,17,,6025280809209836544,247.5431,-32.3226,6.69,16.0,3.1
4986,22,-1,,4127066961304630272,252.9562,-21.4369,6.48,15.5,3.0
4988,22,22,,5989766102607162496,236.4932,-42.2325,6.88,16.4,3.4
4989,22,-1,,5989760639408734848,236.3501,-42.2816,7.72,15.6,3.0
4990,22,-1,,5989752667948866432,236.3853,-42.556,5.66,16.1,3.1
4994,22,-1,,6078226829569090048,191.7411,-52.0462,6.73,16.9,3.4
5051,22,-1,,5842802835803988352,185.1411,-71.5886,10.77,13.2,2.9
5053,22,27,,5842775554171002496,185.5926,-71.6178,10.52,12.5,2.4
5065,22,-1,,6012155767105823616,238.1488,-33.7414,5.98,17.1,3.5
5068,22,-1,,6012171057188823040,239.0043,-33.9931,6.25,16.2,3.9
5070,22,15,,5970681157767308160,251.7569,-39.534,5.73,6.9,-0.1
5073,22,15,,5971151061531346432,251.6036,-37.9828,5.55,14.2,2.7
5075,22,15,,5970677687433972992,251.8291,-39.5758,5.74,16.2,3.1
5076,22,15,,5970678821304777856,251.6601,-39.657,5.78,14.8,2.6
5079,22,27,,6060055475795600896,191.6317,-58.3851,8.4,15.9,3.3
5082,22,27,,5343692279848232832,179.2907,-56.0233,9.7,14.3,2.8
5104,22,-1,,6075244988394397184,193.1457,-52.2367,8.12,16.9,3.7
5108,22,-1,,5959774964460748800,259.0828,-41.4707,8.18,14.4,3.2
5109,22,-1,,5959771081810103424,259.0311,-41.6444,8.13,15.4,3.0
5115,22,-1,,6034407305495624320,253.7019,-26.4122,6.6,15.8,3.0
5117,22,-1,,4122654960435376768,262.1949,-18.3561,11.44,13.6,2.7
5118,22,-1,,5792260760170693120,230.7975,-75.813,9.88,17.9,4.5
5126,22,-1,,5942169481226286976,247.0394,-46.5233,5.4,15.1,2.8
5127,22,14,,5990596130828728448,244.6903,-44.678,5.22,14.8,2.6
5129,22,27,,6060321488887211136,194.7611,-57.7401,9.16,14.7,3.0
5130,22,-1,,5903630877078039168,226.7198,-47.1099,5.21,15.2,2.9
5142,22,-1,,6062994023707544832,197.1591,-58.5157,7.48,14.7,2.7
5143,22,27,,6060676356269456128,194.5192,-56.5672,8.59,15.2,3.3
5146,22,-1,,6033270754106149888,254.6178,-27.4049,12.11,11.7,2.1
5150,22,-1,,6011224102801093888,238.1794,-36.5229,7.07,13.9,2.5
5151,22,18,,5209038423669475712,130.661,-78.9118,10.19,13.0,2.5
5152,22,18,,5209019731971781248,130.4036,-79.0584,10.12,13.1,2.5
5153,22,18,,5209118305765620096,131.9858,-78.9147,10.45,12.1,2.5
5156,22,18,,5209009149172296960,129.0439,-79.1383,10.15,15.5,3.8
5157,22,18,,5209038595468151168,130.3306,-78.9632,10.04,5.4,-0.1
5158,22,18,,5209023133585929984,131.7562,-78.9928,10.14,10.8,1.5
5159,22,18,,5209024576694905472,130.7795,-79.0811,10.13,10.4,1.5
5160,22,18,,5209037736474704512,130.6122,-78.9632,10.12,13.8,2.9
5162,22,18,,5209019521517870080,130.5983,-79.0674,10.05,11.9,2.1
5163,22,18,,5209082129256747008,129.2336,-78.9459,9.98,10.0,1.6
5164,22,18,,5209135352491538432,131.1322,-78.7752,10.19,11.8,1.9
5165,22,18,,5209039110864333312,130.3756,-78.885,10.12,15.2,3.4
5168,22,-1,,5989967347598699136,244.9397,-46.7473,8.3,15.9,3.3
5169,22,-1,,6023304879428871552,243.896,-34.5338,4.71,13.6,2.0
5177,22,-1,,6023310965408611200,243.9524,-34.4871,6.34,16.6,4.0
5178,22,-1,,6023314023425374720,243.9065,-34.4579,6.06,15.5,3.2
5181,22,-1,,5978890008525744128,257.9119,-34.321,5.57,14.7,2.6
5187,22,-1,,5998358992134086400,241.8161,-37.4825,7.73,16.7,3.7
5188,22,-1,,5998336623943748224,241.4834,-37.63,7.51,13.3,2.2
5190,22,-1,,5951432179494628992,258.7734,-45.6672,5.32,16.0,3.1
5191,22,-1,,5863239217929855488,196.2964,-62.4455,9.13,16.4,3.6
5226,22,27,,6072812284566204032,187.1568,-55.4091,9.14,16.1,3.5
5231,22,8,,6719129924007616640,286.3829,-37.385,6.71,13.8,2.3
5234,22,8,,6719167341762656640,285.7766,-37.2782,6.45,16.1,3.7
5240,22,27,,6072797338079356672,187.3034,-55.6269,8.95,14.7,3.0
5241,22,27,,6072813104887578496,187.0537,-55.378,9.22,15.2,3.2
5242,22,27,,6072813104887578752,187.0371,-55.3818,9.25,12.6,2.1
5243,22,-1,,6100390613160507904,222.6878,-43.0862,7.73,14.0,2.6
5247,22,-1,,6100428065273180672,221.2059,-43.8358,8.68,13.9,2.8
5255,22,-1,,5855198832974767232,184.1673,-70.1268,8.83,10.4,1.2
5257,22,-1,,4041142051839517440,264.9407,-36.2436,6.72,14.5,2.6
5259,22,18,,5195442206477890304,136.3778,-81.5825,9.93,15.7,3.6
5266,22,-1,,5977837810227110656,254.7615,-35.265,7.12,15.1,3.0
5269,22,10,,4111158299416116096,259.7681,-24.1332,6.84,14.9,2.8
5271,22,10,,4111162830538443392,259.9958,-24.0495,6.8,14.6,2.6
5287,22,4,,5311412439531133824,136.8782,-53.1543,8.04,16.8,3.6
5291,22,24,,6097052392775550848,210.3828,-45.3736,7.34,15.8,3.3
5293,22,-1,,5342804389862675200,172.0844,-57.0657,9.12,13.2,2.4
5300,22,27,C,6054236134385180032,184.2219,-62.9346,9.25,14.9,3.0
5303,22,-1,,6005393083398360832,226.897,-39.9401,6.44,15.0,2.8
5304,22,-1,,6005392980319142528,226.8944,-39.9449,6.42,15.8,3.2
5305,22,-1,,6005393461355493760,226.9453,-39.9173,6.4,16.4,3.3
5306,22,-1,,5906818601799458048,224.5349,-46.4121,7.88,12.2,1.9
5307,22,-1,,5259585515831918208,148.6151,-56.6457,5.83,16.4,3.1
5309,22,-1,,6005408717079529216,227.0783,-39.5265,7.93,16.4,3.5
5321,22,-1,,5992269278287175296,245.5365,-43.5088,5.46,15.6,2.9
5328,22,14,,5992268728530960128,245.6336,-43.5066,5.46,14.5,2.5
5343,22,-1,,6107760364720372864,207.7505,-45.0365,6.88,15.3,3.2
5344,22,24,,6107706419931605376,209.6576,-44.5182,7.17,14.7,2.7
5346,22,27,C,5860967833106246912,185.8653,-65.6039,9.46,13.7,2.8
5351,22,3,,5239639722091716480,162.2384,-64.6914,6.65,16.1,3.3
5358,22,3,,5239649239739552000,162.2303,-64.4702,6.44,17.3,3.6
5359,22,3,,5239679579377628672,160.0289,-65.3246,6.67,15.7,3.1
5360,22,27,,6080181933041035776,195.4024,-52.9988,9.08,15.7,3.4
5361,22,-1,,6080182860754037248,195.6279,-52.9526,8.25,13.4,2.6
5362,22,-1,,6080173755422585344,195.0243,-52.9535,7.61,15.0,2.8
5369,22,27,,5863794471348452480,203.4406,-65.5858,9.66,13.2,2.5
5370,22,27,,5863794540067932416,203.4376,-65.5837,9.6,15.2,3.2
5390,22,-1,,5520375071047031040,121.1268,-45.6232,5.9,14.4,2.4
5393,22,-1,,5908580981494984064,224.2357,-42.7186,6.59,17.0,3.5
5394,22,20,,5908591151974504576,225.1569,-43.1428,6.65,11.5,1.5
5405,22,15,,5993965549837234432,244.8742,-40.0662,5.45,15.4,3.1
5410,22,27,C,5860035206711187456,186.4333,-66.871,9.5,15.5,3.4
5411,22,27,C,5860044105883909376,186.8071,-66.7389,9.43,13.2,2.5
5413,22,3,,5239299835545363328,160.0637,-65.4847,6.14,17.6,3.6
5417,22,-1,,5900396801085089664,227.104,-51.6137,8.41,14.8,2.9
5419,22,-1,,6205431528802605312,224.9469,-32.1897,9.32,13.4,2.6
5420,22,-1,,6205431838040259328,224.958,-32.1612,7.79,16.7,3.6
5421,22,-1,,6027402179480791808,252.141,-32.2993,7.92,10.9,1.5
5422,22,-1,,6067700655004898048,197.493,-54.2971,8.39,13.7,2.7
5423,22,27,,6067655368868988800,198.0093,-54.5574,8.85,16.0,3.2
5425,22,-1,,6067691412235032448,197.0312,-54.5419,7.76,16.9,3.8
5436,22,27,,5858333197069833344,196.209,-65.9182,9.7,16.2,3.6
5439,22,-1,,6008372313238593536,237.6854,-39.9298,7.97,14.7,2.8
5442,22,22,,6008393307038814208,237.6647,-39.6792,6.85,15.9,3.0
5445,22,24,,6083036265222738816,202.9782,-48.2466,7.52,12.5,2.4
5446,22,-1,,6083039323239465472,202.9813,-48.2074,7.06,15.7,3.1
5450,22,-1,,4113352817182597248,254.4076,-24.3874,6.82,15.7,3.5
5451,22,-1,,4113378522585348096,254.8879,-23.98,7.8,14.2,2.7
5452,22,-1,,6064577526590550656,205.9391,-55.1216,8.54,14.7,2.9
5453,22,20,,6000357732465733504,229.5447,-44.5822,7.06,14.6,2.7
5454,22,-1,,4113352752791055616,254.4075,-24.4044,7.21,15.6,3.1
5455,22,-1,,4113352752791055744,254.4069,-24.4048,6.62,16.0,3.4
5456,22,-1,,6000389618304016128,230.1066,-44.2351,7.78,15.2,3.0
5457,22,20,,6000383296111875584,229.7302,-44.4059,6.7,15.1,2.7
5467,22,3,,5239978818343922048,168.5294,-65.8545,6.64,15.9,3.2
5470,22,-1,,6078288019961062528,192.1482,-51.6454,8.04,17.1,3.5
5471,22,-1,,6069224028358222464,205.7974,-51.9366,10.42,14.5,3.0
5472,22,-1,,6069244403682918272,205.3571,-52.0931,10.33,10.9,1.8
5474,22,-1,,5958649300752969472,261.3669,-43.0188,5.04,15.2,3.1
5479,22,-1,,5995017988613098368,240.9983,-42.2325,6.08,17.6,3.9
5480,22,-1,,5994971706052678016,240.8239,-42.2507,6.68,15.9,3.1
5482,22,-1,,5995012250536940288,241.4168,-42.0453,5.69,16.4,3.5
5483,22,-1,,5860658629804593536,182.4172,-66.1745,7.89,12.5,2.1
5485,22,-1,,6183591791897683584,194.7624,-31.755,13.65,13.4,2.9
5490,22,-1,,6063931769670770688,200.9714,-55.5439,8.98,15.5,3.3
5491,22,-1,,5838713408461840256,189.207,-73.939,9.33,12.9,2.6
5492,22,-1,,6063935240004587008,201.0235,-55.4533,8.48,14.0,2.7
5495,22,-1,,6075333808320438016,193.951,-51.5609,9.04,12.7,2.3
5498,22,4,,5308980354160650752,143.2322,-54.4268,7.33,16.4,3.2
5499,22,7,,5958206786034397824,266.9244,-39.4333,6.99,15.2,2.9
5501,22,-1,,6060354298116023424,195.4522,-57.4624,7.67,14.3,2.6
5506,22,10,,4112215960860030592,256.0034,-25.6981,6.69,6.6,-0.1
5520,22,-1,,6011261726715424128,237.6216,-36.4201,6.92,16.7,3.5
5529,22,3,,5251382334462450176,158.6207,-65.0636,6.65,15.0,2.8
5532,22,3,,5251380307238001664,158.3192,-65.0652,6.64,14.6,2.6
5542,22,26,,6086395513764172416,196.7452,-46.4861,7.98,13.1,2.1
5568,22,27,E,6059262899719316608,186.8485,-58.9052,9.05,14.0,2.8
5573,22,-1,,5902416122897884160,228.3115,-49.2577,7.54,14.3,2.7
5574,22,-1,,5902400351777891712,228.4783,-49.3504,7.58,14.4,2.7
5579,22,-1,,6197850464849348096,225.9143,-38.8337,6.76,17.4,3.8
5587,22,8,,6719216128293613312,286.0418,-36.768,6.12,16.1,3.3
5610,22,-1,,5904677818301794944,222.0758,-49.2072,6.18,13.9,2.6
5611,22,24,,6107842381416237824,208.1397,-44.6434,7.44,15.1,3.2
5612,22,27,E,5343718805567082752,179.2979,-55.8083,9.15,15.7,3.3
5613,22,-1,,6097203438185476096,211.7069,-44.3356,6.58,16.8,3.4
5617,22,-1,,6097177634021753728,211.6035,-44.7102,6.94,17.6,3.7
5619,22,-1,,5973279780421405696,256.3446,-38.5498,5.75,16.6,3.4
5623,22,15,,6017287428394841472,247.7335,-39.4725,5.57,16.3,3.5
5626,22,15,,6017311823810155264,247.2975,-39.5414,5.51,15.4,3.0
5629,22,-1,,6012198201382470528,239.0752,-33.6202,7.2,15.8,3.3
5632,22,-1,,5250150091153808768,142.097,-64.2485,11.24,14.0,2.7
5641,22,15,,6017267770317098112,247.8397,-39.7308,5.47,15.6,3.1
5652,22,-1,,6015581742259058688,238.1196,-32.2116,9.97,16.8,3.9
5681,22,-1,,5243663831537899392,143.563,-69.2526,10.45,15.6,3.4
5682,22,26,,6084976250411076224,197.7634,-48.8756,8.78,14.8,2.9
5704,22,-1,,6013933952279342592,231.7999,-35.0631,6.34,14.1,2.4
5714,22,-1,,6013933952279342336,231.8031,-35.0625,6.53,15.1,2.7
5715,22,-1,,6152852642241131904,191.5512,-38.6705,9.95,14.0,2.7
5716,22,-1,,6013991053866590464,231.9013,-34.4387,6.58,15.7,2.9
5717,22,23,,6013996207825804672,233.4502,-35.5518,6.97,16.8,3.4
5731,22,-1,,4055648114840006400,268.0697,-31.6629,10.86,16.5,3.6
5732,22,-1,,5887703867075043968,225.2957,-54.3124,6.92,16.4,3.3
5737,22,-1,,5259622040234792960,149.067,-56.1952,6.34,16.5,3.2
5739,22,-1,,5969123905698729984,250.8696,-40.5422,5.34,12.9,2.0
5740,22,15,,5971493284521616512,252.417,-37.8088,6.1,15.1,2.7
