ID,TLC,EOM,LEAF,Gaia,RAdeg,DEdeg,plx,Gmag,bp-rp
1,22,11,,6099439604319602560,217.3498,-44.7853,5.96,15.6,3.0
14,22,-1,,6096013624866283648,211.7589,-46.437,6.33,15.8,3.2
18,22,12,,6010671151534741376,240.6394,-36.4898,6.05,14.7,2.7
19,22,12,,6010671151534740224,240.6394,-36.4912,6.05,14.6,2.7
22,22,-1,,6074647919231574272,188.8248,-53.8289,7.05,16.9,3.4
23,22,22,,6010652318090533632,240.8197,-36.726,7.24,14.8,2.7
24,22,27,,6074661594397232896,189.9347,-54.0745,7.48,15.0,2.8
25,22,27,,6074670424850403712,189.4281,-54.0756,9.33,13.6,2.6
29,22,-1,,6010690289909581440,240.2483,-36.572,5.55,16.6,3.1
30,22,15,,6017592336735361024,249.4165,-38.8135,5.6,15.2,3.1
31,22,20,,6004604694900148224,227.4176,-42.0518,6.97,17.8,3.8
32,22,27,,6059835539127874688,191.2109,-58.7759,9.18,15.8,3.2
33,22,27,,6059846877842436864,192.1755,-58.639,8.55,14.4,2.8
34,22,-1,,6017588969480727168,249.117,-38.866,7.01,17.6,4.4
35,22,15,,6017592401126416128,249.4445,-38.8125,6.02,13.9,2.4
36,22,15,,6017601338986570368,249.1415,-38.802,5.72,17.1,3.5
38,22,15,,6017602747735927040,249.0521,-38.7339,5.89,15.1,2.7
39,22,15,,6017590206431296000,249.2714,-38.7962,5.91,14.4,2.4
40,22,15,,6017592126248468096,249.4659,-38.8358,5.82,15.7,3.0
42,22,-1,,6059825467381589888,191.1002,-58.9227,9.0,9.8,1.3
48,22,-1,,6067161859948691072,201.7991,-54.1192,6.97,14.7,2.7
49,22,-1,,6067137292734936320,201.1985,-54.3242,9.64,15.0,3.2
50,22,-1,,6067137224015451392,201.2093,-54.3402,8.37,11.4,1.6
54,22,-1,,6149141309462120320,183.1962,-41.1872,7.98,17.3,3.8
68,22,-1,,6076396177076786304,186.7446,-53.6308,7.33,13.4,2.3
74,22,-1,,4111998841692217600,256.2708,-26.1904,8.59,14.8,3.1
75,22,-1,,6005567287273383296,230.8282,-41.2704,6.33,15.9,3.2
76,22,-1,,6005576117726258560,230.476,-41.2616,7.09,16.3,3.2
77,22,-1,,6005607896187485952,230.741,-41.0409,6.76,15.6,3.0
80,22,27,,5837888190620531072,181.3714,-76.0145,9.4,17.5,4.0
85,22,-1,,6203360942248429440,222.6397,-34.342,9.2,14.3,2.8
87,22,-1,,6203405025792921472,222.9819,-33.952,6.47,18.0,3.9
89,22,-1,,5896254803323124352,215.9834,-53.6086,7.29,16.0,3.7
92,22,-1,,5978743528577954816,259.169,-34.3885,7.39,16.8,3.4
93,22,-1,,5978754802890176768,259.1551,-34.1772,10.16,14.8,3.1
103,22,27,C,5855713370080738176,191.7307,-68.7251,9.74,14.0,2.8
104,22,27,C,5855695468655866752,190.2162,-68.9496,9.87,11.4,2.0
114,22,-1,,5957457739378400512,265.5366,-42.0834,8.37,16.0,3.3
126,22,27,,5236296171620605824,176.607,-66.6931,9.31,13.8,3.0
141,22,-1,,5901994219673853312,228.4315,-50.7831,6.96,16.9,3.5
180,22,-1,,6007810634598399744,236.2458,-41.4343,7.71,16.8,3.7
189,22,10,,4111593839099794176,260.3385,-23.3938,6.65,15.4,3.0
191,22,-1,,6026598569590232832,254.8429,-32.8474,6.65,16.4,3.4
192,22,27,,5341964225542588160,178.4475,-57.739,9.67,16.3,3.5
196,22,-1,,6011419712791708160,238.0921,-35.541,5.63,16.2,3.3
197,22,-1,,6011392186336443392,237.9456,-35.9457,6.46,11.8,1.8
201,22,-1,,6011432803852543744,238.3488,-35.4624,7.59,16.8,3.6
206,22,15,,5969480662861251456,250.0188,-39.2735,5.69,15.3,3.1
207,22,15,,5969503477730106880,250.4875,-38.9215,6.05,15.9,3.0
212,22,15,,5969497018099105664,250.5018,-39.0911,6.24,17.0,3.4
213,22,24,,6111675382030638464,203.9084,-43.9432,7.94,16.9,3.6
215,22,-1,,5345273648130813696,175.8434,-53.4532,8.88,15.4,3.2
216,22,15,,6017869825978980096,248.5249,-38.0968,5.8,15.3,3.1
217,22,15,,5969499698135283712,250.3845,-39.102,5.87,15.1,3.1
220,22,24,,6111738260351983872,203.4568,-43.679,7.62,14.9,2.8
222,22,-1,,6017871200368575360,248.4652,-38.0203,9.77,15.4,3.3
224,22,15,,5969486022980756608,249.9718,-39.0781,5.5,16.1,3.0
225,22,24,,6111740734253229824,203.5827,-43.5473,7.51,13.9,2.4
229,22,-1,,5905457917492887552,220.186,-48.6404,11.1,16.5,4.0
230,22,-1,,5993612331721300096,243.1853,-41.3055,5.75,17.3,3.3
231,22,-1,,5905442116322004352,219.6546,-48.8795,8.05,15.8,3.2
233,22,-1,,6116051713185092352,214.2636,-40.6322,6.87,14.3,2.5
236,22,-1,,5993622399124951040,243.2568,-41.0631,6.26,17.0,3.7
238,22,-1,,6116063498576108160,214.3859,-40.3156,10.14,15.5,3.3
250,22,-1,,6121072353857088256,212.6558,-36.0382,7.69,17.6,3.8
252,22,-1,,5989149791980557056,235.5793,-44.0911,7.97,13.3,2.4
254,22,-1,,5906427862850004096,221.6012,-45.6687,12.59,14.9,3.2
258,22,27,,6061130312817311744,189.3162,-56.9497,8.55,16.4,3.6
260,22,27,,6061141965074631936,190.3441,-57.346,10.18,13.3,2.5
261,22,-1,,6061152101197951104,190.8766,-57.0552,8.75,13.8,2.6
265,22,-1,,6106511040332776704,220.5438,-37.0504,6.48,17.3,3.6
270,22,-1,,5322333544909422208,127.8224,-51.1145,4.97,15.0,2.6
285,22,-1,,6030846945078485120,249.9028,-30.4236,5.75,15.4,3.2
288,22,-1,,5935093299233710336,244.2547,-50.3132,9.22,15.1,3.1
290,22,-1,,6033150254484386176,254.7275,-28.249,8.57,14.0,2.8
294,22,-1,,5867129491902149888,209.5995,-61.0031,7.68,12.5,2.1
297,22,17,,6030870245305821440,250.0999,-30.3628,6.49,15.7,3.1
298,22,9,,4114844343410235648,260.3957,-21.8747,9.9,12.9,2.4
299,22,17,,6030848186353281792,250.3153,-30.6128,6.36,15.1,3.0
300,22,17,,6030884367160641280,251.6756,-31.2956,6.28,14.8,2.7
307,22,-1,,5996624478175216512,241.804,-41.0673,5.5,18.0,4.0
311,22,-1,,5794661131496481280,237.0846,-72.5379,14.34,13.0,2.7
312,22,-1,,5794661062777003392,237.0902,-72.5399,14.21,14.2,3.0
313,22,22,,5996621729410099712,241.5265,-41.0624,6.85,15.1,2.9
315,22,-1,,5996654061927827584,241.7364,-40.8318,5.47,16.6,3.5
335,22,-1,,6024962534953860480,246.6189,-32.3403,8.56,13.8,2.6
337,22,-1,,6024962569313601024,246.627,-32.3292,8.33,15.7,3.3
338,22,-1,,5335285242180104704,179.0209,-60.1976,7.61,15.5,3.1
344,22,-1,,6068600600960975744,202.5241,-54.2994,8.68,14.6,2.8
346,22,-1,,6068610088556318336,202.9897,-54.0437,7.57,16.0,3.1
351,22,-1,,5978206520231530112,256.3664,-34.0446,6.34,17.1,3.6
353,22,3,,5239401402934120960,162.1119,-65.9263,6.54,15.1,2.7
354,22,3,,5239392538122310400,162.8336,-65.9412,7.0,15.6,3.2
355,22,3,,5238914555480981632,159.9772,-67.0233,6.33,15.7,3.1
368,22,17,,6037680036193008768,246.4549,-30.855,6.55,15.3,3.0
376,22,27,,6062452720405550208,202.7955,-58.2598,8.8,16.0,3.5
377,22,4,,5250950295104128128,143.224,-62.0032,6.78,15.9,3.0
380,22,-1,,6004655238075031424,226.6916,-41.871,6.5,12.8,2.0
381,22,20,,6004699703880177408,227.234,-41.2312,6.94,15.9,3.1
396,22,7,,5958152252771926784,267.2873,-39.5717,7.08,14.5,2.8
399,22,-1,,4112954901380464384,254.9337,-25.3647,7.02,13.3,2.1
408,22,27,,6060419036191900544,195.9211,-56.9627,9.37,16.3,3.5
435,22,-1,,5408482853627023616,151.2548,-46.5992,7.78,16.8,3.4
436,22,-1,,5874829101332843520,224.5478,-61.4982,8.27,14.3,2.7
445,22,-1,,5977868454762929536,254.8882,-35.0017,6.71,17.3,3.5
446,22,-1,,5902890012407885696,228.588,-48.2413,6.86,14.3,2.5
447,22,-1,,5865597395489479552,206.8642,-62.0077,7.0,14.9,3.1
455,22,15,,5970988299456980736,251.2132,-38.6229,5.59,17.1,3.4
457,22,-1,,6099548490331348224,217.5562,-43.8362,7.6,10.1,1.3
461,22,-1,,6091079192782692736,211.4094,-48.7876,7.48,17.3,3.7
462,22,-1,,6076434075869705984,185.6768,-53.5826,8.17,15.8,3.5
463,22,-1,,6099522548728820096,217.3218,-43.9846,8.2,13.8,3.1
466,22,9,,6034203689675848960,251.4518,-26.6496,9.21,7.0,0.0
467,22,-1,,6034203483517407616,251.458,-26.6573,9.09,14.1,2.7
472,22,3,,5239768880342628480,159.9557,-64.7402,6.68,15.5,3.0
474,22,3,,5239742457702770816,159.7993,-64.9346,6.4,17.3,3.7
480,22,-1,,5898552365993115008,219.5376,-50.2534,6.96,13.1,2.1
490,22,-1,,6001952161771381760,234.3291,-41.6649,6.04,14.0,2.7
491,22,-1,,6001979202886266368,233.6296,-41.9714,7.14,15.0,3.0
498,22,-1,,4122294045742412416,258.8817,-19.4768,6.83,16.8,3.4
499,22,-1,,4122311367384415232,259.341,-19.3388,6.88,15.3,2.9
500,22,-1,,5859601380640158720,182.3474,-67.401,8.33,13.2,2.5
502,22,27,,5859592996863478272,181.7237,-67.5597,9.79,14.3,2.8
504,22,-1,,5859601380640154112,182.3487,-67.4046,8.61,13.7,2.4
521,22,22,,5998001650850655744,240.356,-38.5738,7.0,14.9,2.7
522,22,22,,5998015841422666624,240.2188,-38.4567,7.3,15.3,2.9
524,22,-1,,5998001891368831616,240.323,-38.5684,6.0,14.8,2.8
526,22,12,,5998031578183659776,239.5809,-38.7109,6.24,16.1,3.6
527,22,22,,5998031372025194752,239.5678,-38.7465,7.24,13.5,2.2
529,22,22,,5998015085508412288,240.2382,-38.4768,7.11,13.6,2.2
530,22,22,,5998017039704810624,240.1053,-38.4802,7.13,15.1,3.0
531,22,-1,,5998012955204882816,240.0771,-38.6173,6.61,16.5,3.3
543,22,-1,,5990496762461064320,245.3557,-45.6098,7.42,15.2,2.9
545,22,-1,,4112021141163969280,255.9684,-25.9244,8.82,14.8,3.2
549,22,20,,5999990461231532928,229.9332,-45.4674,6.69,13.5,2.3
556,22,27,,6074757045753367552,189.8316,-53.271,9.64,14.7,3.0
557,22,-1,,6074703719438091008,190.9191,-53.4596,8.15,16.3,3.4
559,22,-1,,6106576946610181504,220.2998,-36.779,6.67,17.6,3.8
560,22,-1,,6106562549879984896,219.714,-36.934,6.88,15.6,3.0
566,22,24,,6111795056999879296,203.8289,-43.0031,7.81,16.4,3.5
567,22,24,,6111841648805665024,204.9836,-42.6735,7.48,14.1,2.5
569,22,27,,6072502291012793472,182.7067,-56.4454,9.55,15.8,3.3
570,22,-1,,6077710162189603584,187.8437,-53.3823,7.25,17.8,4.2
571,22,27,,6077711948896144000,188.0916,-53.2876,7.44,16.6,3.5
573,22,27,,6072458688503106432,183.0112,-56.6732,8.39,15.5,3.2
583,22,-1,,6116199872378977792,213.0936,-40.411,6.79,16.2,3.3
593,22,15,,6017666862991440000,248.3141,-39.1181,5.8,15.9,3.4
595,22,15,,6017659132049978752,248.0761,-39.2633,6.17,14.8,2.6
596,22,1,,6762966937215690752,289.1234,-27.1188,14.6,13.6,2.9
602,22,-1,,5990894064098147584,244.1917,-43.7294,5.39,16.1,3.1
607,22,-1,,5869313126340343808,205.4059,-59.1208,8.55,14.1,2.8
608,22,27,,5869334223196698496,198.8862,-61.6893,9.05,12.4,2.0
609,22,-1,,5904404413556048640,223.1797,-49.8209,7.81,14.6,2.7
611,22,-1,,6035166518257462528,241.355,-34.0632,4.85,13.2,2.0
614,22,20,,6005623534166496384,230.4033,-41.2123,6.66,16.7,3.7
616,22,-1,,6005664731493949824,230.7796,-40.7692,6.84,14.8,2.7
621,22,-1,,6733188520222064896,277.5055,-37.4469,8.46,14.6,3.0
624,22,-1,,6011503722347958016,237.3359,-35.7784,5.26,16.3,3.6
627,22,12,,6011500389453302272,237.378,-35.831,6.27,13.9,2.6
628,22,-1,,6011471389833493376,237.0826,-36.1364,5.92,17.5,4.4
630,22,-1,,6011465754829629568,236.845,-36.2926,7.2,14.7,2.7
639,22,-1,,5894177001250093056,218.6769,-55.1203,8.57,16.4,3.4
644,22,27,C,6054102548071164544,182.2829,-63.5982,9.37,14.5,2.9
649,22,27,C,6054106911751513216,183.0183,-64.0536,9.16,14.4,2.8
663,22,15,,5968995709504470784,250.6661,-41.2346,5.89,17.0,3.6
670,22,15,,5968996224900515584,250.7454,-41.2327,5.76,16.3,3.1
671,22,-1,,6014104067344263168,233.509,-34.731,7.4,15.2,3.3
672,22,-1,,5363912539192678400,158.495,-50.1676,6.93,15.4,2.9
682,22,-1,,5902203848438829440,228.5016,-49.6215,8.6,14.5,2.7
684,22,26,,6084940138326687872,197.0358,-49.3152,8.3,15.1,3.4
685,22,26,,6084943746097972096,196.606,-49.4736,8.6,15.1,3.1
686,22,-1,,6084891038259983616,195.6254,-48.8744,7.86,16.8,3.9
688,22,-1,,6083332579305755520,199.9258,-48.8371,7.0,17.1,3.5
689,22,-1,,6028029691386534528,252.6228,-30.5388,7.28,15.4,3.0
691,22,-1,,6203717046576288384,224.9942,-35.369,6.76,16.3,3.3
695,22,-1,,6028013469257927168,252.9076,-30.6488,7.5,15.1,3.3
696,22,-1,,6028015329014809088,252.5983,-30.8468,6.9,16.1,3.4
700,22,-1,,5868191246516227456,200.1308,-63.3388,8.43,15.6,3.2
701,22,22,,6010725989678592256,240.4965,-36.2156,7.34,11.6,1.5
702,22,12,,6010730074180913024,240.4505,-36.1464,6.06,15.1,3.0
705,22,-1,,6010728360500599936,240.3851,-36.2004,6.05,15.2,3.0
706,22,26,,6085745324434545152,195.6353,-47.8608,7.77,14.5,3.0
713,22,-1,,5990291119409569024,243.2504,-45.8636,8.28,14.5,2.8
714,22,-1,,6096111691859707648,213.0634,-45.5855,6.67,15.3,2.9
715,22,-1,,5990284453620358400,243.059,-45.8867,6.62,16.4,3.8
716,22,-1,,4145628293826434176,273.2952,-16.1513,11.25,10.9,1.8
717,22,-1,,6096106984575494144,213.1517,-45.7199,7.07,15.0,2.9
718,22,-1,,6096111756282893568,213.062,-45.5863,6.72,15.1,2.7
719,22,-1,,6096111726219447552,213.0521,-45.5822,6.68,16.5,3.5
725,22,-1,,4045406542035455616,274.7915,-33.4657,6.4,17.2,3.7
727,22,-1,,6007851247810576000,236.7388,-40.998,6.62,15.0,2.8
728,22,22,,6007837194676903936,236.6105,-41.374,7.14,17.4,3.8
735,22,-1,,6007877322538294400,235.8584,-41.2283,6.0,14.4,2.4
741,22,-1,,6007877326852952448,235.8593,-41.2278,5.82,14.2,2.8
742,22,-1,,6007849461103723136,236.7982,-41.0218,6.41,13.6,2.6
753,22,-1,,6067249683436132736,199.9926,-54.3124,8.49,13.6,2.4
754,22,-1,,6067196013523931264,199.4837,-54.9282,11.97,14.5,3.0
757,22,-1,,6067196288401603456,199.4686,-54.9118,8.31,14.6,3.1
760,22,-1,,6067218897109403136,199.1987,-54.5953,7.12,17.1,3.5
788,22,3,,5240475488375465088,165.9584,-63.926,6.77,16.5,3.4
789,22,-1,,5240459614175217536,165.1856,-64.0726,6.99,15.7,2.9
790,22,-1,,5240447961891088640,165.4477,-64.0611,9.21,17.4,3.9
791,22,3,,5240453974838383744,164.7156,-64.2115,6.6,15.3,2.8
801,22,9,,4120873171826938368,261.3532,-21.5093,10.09,14.7,3.4
803,22,-1,,5887979054217732352,228.2902,-53.5304,7.19,14.7,2.7
811,22,-1,,6004710973870756096,225.6336,-42.4197,6.28,14.8,2.6
816,22,-1,,6004756122567904640,226.1378,-41.7442,7.39,16.1,3.3
817,22,-1,,6068653313108470528,203.1056,-53.7371,7.4,16.4,3.7
824,22,22,,5994698168183507200,238.631,-43.0436,6.85,14.0,2.4
826,22,-1,,5250988846733325312,142.993,-62.1571,12.75,12.8,2.6
836,22,-1,,5988936795971413248,236.2135,-44.4507,7.26,14.3,2.5
838,22,-1,,5988956243573459968,235.1008,-45.313,5.37,16.8,3.3
839,22,-1,,5951921015492213376,261.159,-46.0943,8.54,14.1,2.7
840,22,-1,,5951921015492212864,261.1597,-46.0951,8.48,15.1,3.0
843,22,-1,,6091747283537742080,217.3803,-48.6694,8.65,14.7,2.9
844,22,-1,,6091694403899673728,217.0398,-49.2627,7.86,13.9,2.7
846,22,-1,,6091688803262061312,216.7906,-49.4153,6.22,16.0,3.1
866,22,-1,,6121438495524575616,212.521,-34.8032,7.84,14.7,2.7
869,22,8,,6735001374390357248,278.6076,-34.0287,6.82,14.1,2.7
885,22,27,,6059852753358412928,192.6529,-58.4528,9.46,13.5,2.5
890,22,-1,,6032139253519245312,250.1881,-28.8791,8.59,15.3,3.2
891,22,-1,,6032158426224813568,251.2133,-29.1059,5.73,16.3,3.1
899,22,-1,,6029313641757290752,254.6215,-30.3454,6.43,15.9,3.2
904,22,-1,,5908142585592719360,223.3523,-43.9452,7.1,16.2,3.2
914,22,-1,,5852335807787563648,210.3785,-64.2166,8.65,16.4,3.5
928,22,-1,,5965137042143698304,257.3628,-43.8362,6.87,16.5,3.8
932,22,17,,6024968303083608192,246.7304,-32.2682,6.12,16.5,3.3
934,22,-1,,6033652142846663680,254.0733,-26.5284,7.11,17.0,3.5
946,22,27,B,5854897321965963264,184.0103,-71.051,9.65,12.3,2.1
955,22,27,,5854900865330300544,184.377,-71.0024,9.74,14.0,2.7
960,22,-1,,5199332484776169600,159.4242,-78.8193,10.57,16.0,3.8
961,22,-1,,5199300461500141312,161.3228,-79.3248,9.67,14.8,2.9
962,22,11,,6096188657673096704,214.2281,-46.3694,5.92,16.1,3.2
966,22,-1,,6765662080732001664,290.7964,-27.5697,12.86,14.2,2.9
967,22,-1,,5857782032513889536,197.5683,-66.9441,7.87,13.2,2.4
968,22,-1,,6116333153803814272,213.5368,-39.8502,6.33,14.5,2.6
974,22,-1,,5322447687961264128,125.8594,-51.4675,5.47,17.3,3.5
976,22,-1,,6059011833108647168,184.1659,-59.2005,6.42,16.8,3.2
977,22,27,,6059011558230752128,184.2905,-59.1853,9.1,14.9,3.0
978,22,-1,,6116352154739625472,214.022,-39.584,6.11,15.6,3.0
1011,22,4,,5306150245597183616,144.7946,-57.1754,7.05,13.5,2.2
1019,22,-1,,6083123916915057664,204.4098,-47.6083,7.93,15.0,2.8
1020,22,24,,6083123916915057152,204.4092,-47.6111,8.05,15.0,2.9
1036,22,17,,6037777136815756160,246.0701,-30.1279,6.11,16.7,3.6
1041,22,-1,,6005717370609551104,231.3523,-40.5767,6.9,15.7,3.2
1042,22,-1,,6005695208578103808,231.417,-40.7242,6.71,16.0,3.2
1065,22,-1,,6077771803552535424,189.1031,-53.1957,7.73,16.3,3.5
1066,22,-1,,6077771219437003008,189.3096,-53.1736,8.13,14.6,2.8
1069,22,-1,,6011522757643074304,237.3004,-35.6515,6.59,11.3,1.7
1070,22,-1,,6011518462675791872,237.0548,-35.7254,6.55,14.3,2.7
1072,22,23,,6011588625262450816,236.6922,-35.4033,6.99,14.5,2.6
1074,22,-1,,6011597799312647936,236.8488,-35.1751,7.8,14.8,2.8
1078,22,-1,,6011581856393988352,237.026,-35.2635,6.61,14.4,3.7
1079,22,-1,,6011573266459331072,236.9609,-35.4766,6.41,13.5,2.4
1080,22,-1,,6011558010735043456,236.6325,-35.64,7.79,15.5,3.0
1081,22,-1,,6011607694917034112,237.503,-35.4889,6.96,15.7,3.2
1082,22,-1,,6011593641784262400,236.9872,-35.2431,6.38,14.5,2.7
1084,22,-1,,6086388710535873152,196.5416,-46.6215,8.81,16.8,3.6
1087,22,-1,,6086338236079868544,195.8,-47.1882,6.27,14.5,2.5
1090,22,16,,5976563338806541312,255.2017,-37.7394,7.36,15.0,2.9
1097,22,-1,,4109433848503828224,258.9831,-25.4877,7.34,13.1,2.4
1103,22,10,,4111008903263981440,259.7322,-24.4638,6.64,14.3,2.5
1109,22,27,,6074814529592577792,191.544,-53.9188,8.68,13.3,2.3
1112,22,-1,,6074797246644014720,191.63,-54.0753,9.93,14.6,3.1
1113,22,27,,6074796245904371968,191.4567,-54.1782,9.09,13.6,2.5
1115,22,24,,6111989155161759488,206.6143,-42.7791,7.26,15.3,3.0
1116,22,24,,6112005991433708032,206.4518,-42.6384,7.34,16.3,3.2
1117,22,24,,6111989670558814720,206.7537,-42.7434,7.41,15.6,3.1
1118,22,24,,6111989017722812928,206.6534,-42.7703,7.83,15.6,3.2
1124,22,-1,,6057391221704786816,181.9529,-62.6892,9.07,16.9,3.7
1125,22,-1,,5786748736583239168,219.087,-76.9086,10.36,14.6,2.9
1126,22,-1,,5889972228265013504,229.4765,-51.0912,8.07,14.5,3.1
1132,22,-1,,6028334664090287744,256.5398,-31.0664,8.54,14.5,3.0
1133,22,-1,,6028322848768933248,256.6523,-31.0877,6.55,15.5,3.2
1136,22,-1,,6084020534287614848,203.7945,-46.6979,7.08,16.4,3.7
1137,22,-1,,6084029708338138240,203.4647,-46.6607,7.19,13.3,2.2
1138,22,-1,,5961097230314565760,265.6747,-39.8768,8.4,14.3,2.6
1142,22,8,,6734262120287926784,277.7524,-35.3597,6.74,17.7,4.1
1143,22,8,,6734256695776640128,277.8613,-35.504,6.89,14.3,2.7
1147,22,-1,,5975526636735490176,258.8125,-35.6375,7.77,16.7,3.9
1153,22,27,C,5860886228720919936,186.5399,-66.0314,9.48,13.4,2.6
1156,22,4,,5306945295572887296,143.4144,-56.9236,7.1,15.7,3.0
1158,22,22,,6002030089660189568,234.1817,-41.1408,7.09,14.7,2.8
1173,22,27,,6061184846033257600,191.4236,-56.72,9.35,17.4,4.1
1174,22,-1,,6106814063164356224,219.081,-36.628,6.92,14.2,2.5
1175,22,27,,6061213192814159232,190.141,-56.9252,8.95,13.7,2.5
1176,22,27,,6061224875125668864,190.9572,-56.5644,9.5,13.4,2.5
1177,22,27,,6061230819360606080,190.0556,-56.7235,9.74,16.0,3.4
1178,22,27,,6061203984408690688,191.683,-56.5282,8.78,13.9,2.6
1180,22,27,E,6061207592181233024,191.527,-56.489,8.88,14.4,2.8
1192,22,-1,,5327889892565567232,131.4683,-49.9635,5.44,16.7,3.0
1197,22,-1,,6000059593026960896,229.5334,-45.1174,5.96,15.7,3.0
1200,22,27,,5869350475352788864,199.5214,-61.2892,9.38,14.4,3.1
1205,22,15,,5969516633162555136,250.3794,-38.8456,5.85,16.6,3.1
1210,22,-1,,5842374850900383104,181.4632,-73.1793,9.18,15.3,3.2
1216,22,15,,5970997817105415552,251.4102,-38.383,5.64,15.7,3.0
1217,22,27,E,6071075846487846272,182.9596,-58.9256,9.2,13.7,2.5
1218,22,27,E,6071112989362835584,183.7433,-58.5617,9.07,16.1,3.6
1219,22,27,,6071111718052648192,184.163,-58.476,9.08,15.7,3.2
1223,22,-1,,6004786977613683072,225.5102,-41.8316,7.39,16.4,3.4
1229,22,15,,5971004272390929664,250.5976,-38.889,5.76,15.1,2.6
1232,22,15,,5971005754213245184,250.659,-38.8335,5.7,14.6,2.6
1234,22,15,,5971004826500372096,250.5079,-38.8798,5.87,16.5,3.2
1237,22,15,,5970999977423427840,250.686,-38.9465,5.79,15.8,3.0
1243,22,1,,4045698423617983488,273.5437,-32.7932,13.81,9.9,1.5
1244,22,-1,,6035266298940252288,241.8586,-33.8581,5.12,16.4,3.3
1245,22,-1,,6035270456468713600,241.7355,-33.8123,7.05,15.0,2.9
1246,22,3,,5239433975967291392,162.2936,-65.6725,6.68,16.7,3.2
1247,22,-1,,6035281520305308032,242.253,-33.8017,6.88,14.4,2.7
1249,22,3,,5239420266432581632,163.4514,-65.7581,6.17,15.7,2.9
1254,22,7,,5957478325219310464,265.2993,-41.6649,7.1,14.6,2.6
1268,22,3,,5237587174385483008,171.6712,-64.3457,6.32,18.3,4.0
1285,22,-1,,6734711957980514432,279.1648,-34.8573,6.87,12.4,2.1
1290,22,-1,,6068709628722486912,203.1053,-53.3903,6.87,12.6,2.1
1291,22,3,,5239803274441928960,160.959,-64.7506,6.71,16.0,3.0
1292,22,3,,5239778702901027072,160.0618,-64.4387,6.52,16.5,3.3
1293,22,3,,5239803789838126080,161.0344,-64.705,6.77,14.8,2.7
1295,22,22,,6010772134806438528,241.2297,-36.0344,7.2,14.0,2.5
1297,22,12,,6010763373073248640,241.0314,-36.2147,6.0,16.6,3.7
1307,22,22,,5998049823204950400,239.5599,-38.5197,6.97,15.5,3.1
1311,22,27,,5851543918941235456,205.981,-66.2957,9.63,15.2,3.4
1312,22,-1,,5998056248476498688,239.7662,-38.6191,6.19,15.1,2.8
1313,22,-1,,5998082774194963456,239.8181,-38.2423,6.98,13.1,2.3
1314,22,-1,,5998082774194962560,239.8173,-38.2449,7.78,12.7,2.2
1316,22,-1,,5998069064659474688,239.8673,-38.381,8.17,14.1,2.5
1317,22,-1,,5946152427699927808,265.2784,-50.7334,9.46,15.0,3.3
1318,22,22,,5998088890228444800,239.7554,-38.0834,6.99,14.2,2.5
1320,22,22,,5998051266314060672,239.4836,-38.4329,6.82,16.1,3.2
1339,22,-1,,5257119173820360448,145.7249,-60.8873,6.39,17.3,3.6
1349,22,20,,6003975847276042496,229.4636,-42.3374,6.46,15.7,2.9
1350,22,-1,,6003973132857324032,229.1542,-42.3775,7.65,15.2,3.0
1351,22,20,,6004002819666654464,230.0201,-42.52,6.37,14.4,2.5
1366,22,-1,,5868895208831217792,205.3657,-61.1001,8.65,15.4,3.2
1367,22,-1,,6099704307442030464,219.8703,-44.1057,8.16,14.8,2.9
1374,22,-1,,6072531874748921088,183.3476,-56.1343,7.46,15.1,3.2
1375,22,27,,6072551047476428160,184.5903,-57.1415,9.73,14.4,2.9
1376,22,-1,,6007922338110767488,236.3458,-40.5977,7.78,14.2,3.0
1379,22,27,,5855730103274382464,192.1325,-68.4817,10.54,13.6,2.7
1380,22,27,,5855735910070408192,189.6904,-68.9665,9.28,16.6,3.5
1383,22,27,,5855744912322363264,190.4648,-68.7452,9.67,14.0,2.8
1386,22,-1,,5408584077415685632,150.2058,-46.6974,7.05,14.4,3.0
1387,22,-1,,6007928729022194304,236.0934,-40.6082,6.32,16.3,3.1
1392,22,-1,,6030894365845442304,251.9896,-31.0493,7.36,14.5,2.7
1394,22,-1,,5880159224402624256,228.022,-57.9215,6.93,14.4,2.8
1424,22,17,,6025041558043344768,245.6989,-32.5151,6.43,13.2,2.1
1425,22,-1,,6025026547143426560,245.5915,-32.8227,8.89,13.6,2.5
1426,22,-1,,6060169172173509248,193.6443,-58.503,7.16,15.8,3.3
1427,22,27,,6060172298909732992,193.6444,-58.4614,8.44,14.0,2.6
1428,22,-1,,6197005765042947584,225.5402,-40.8426,6.89,12.0,1.6
1429,22,-1,,6197054487151383168,224.5836,-40.854,7.16,15.4,2.9
1430,22,27,,6060171061959388800,193.3428,-58.5022,8.84,13.2,2.4
1452,22,-1,,6116567384139280000,215.3539,-39.1205,6.61,15.6,3.0
1460,22,4,,5251048392160742144,143.2546,-61.4793,6.8,14.4,2.5
1461,22,-1,,6116553086189055616,214.7862,-39.2662,6.14,18.1,3.8
1462,22,-1,,6005739463922160640,231.7909,-40.2606,7.17,16.0,3.4
1474,22,27,,6077829871513329536,189.7156,-52.8691,8.69,14.1,2.7
1475,22,-1,,6077824373954815744,189.0565,-53.0258,10.12,14.3,2.9
1476,22,27,,6077815131184288768,190.4985,-52.6175,8.57,13.8,2.8
1478,22,-1,,6067262980655050624,200.39,-54.0294,8.71,16.3,3.4
1480,22,-1,,5974415683313314176,260.9209,-36.9569,7.18,14.4,2.9
